,prop_desc,prop_price(£),prop_size(lower) SQ Ft,prop_size(upper) SQ Ft
3995,"New Build A1 Retail Unit For Sale, Updown Hill, Windlesham, GU20 6AF",,453 ,
3996,"Office Building With Open Plan Offices, Unit 9, The Courtyard Glory Park, Wycombe Lane, Loudwater, HP10 0DG",,"2,520 ",
3997,"Open Plan Office Suites With Disabled Lift, Units 5 & 6, The Courtyard Glory Park , Wycombe Lane, Loudwater, HP10 0DG",,"1,830 "," 3,920 "
3998,"Maidenhead Branch, Units 5 & 6, The Courtyard, Glory Park, Loudwater, HP10 0DG",,"1,830 "," 3,920 "
3999,"Maidenhead Branch, Unit 9 The Courtyard, Glory Park, Loudwater, HP10 0DG",,"2,520 ",
4000,"Modern Office Accommodation, Building 10 The Courtyard, Glory Park, Wycombe Lan, Loudwater, HP10 0DG",,"3,363 ",
4001,"Office Premises To Let, Building 8 The Courtyard, Glory Park, Wycombe Lane, Loudwater, HP10 0DG",,"4,341 ",
4002,"Offices With On Site Parking, Building 11 The Courtyard Glory Park, Wycombe Lane, Loudwater, HP10 0DG",,"3,439 ",
4003,"Office Building With Modern Offices, Building 7 The Courtyard Glory Park, Wycombe Lane, Loudwater, HP10 0DG",,"3,250 ",
4004,"Modern Office Buildings, Buildings 1 - 4 The Courtyard Glory Park, Wycombe , Loudwater, HP10 0DG",,"4,769 "," 12,183 "
4005,"27 Bell Street, Sawbridgeworth, CM21 9AR",,600 ,
4006,"9A St John's Road, St John's, Woking, GU21 7SE",185000.0,482 ,
4007,"77/79 Windsor Road, Maidenhead, SL6 2DN",,522 ,
4008,"Kings Court, Burrows Lane, Gomshall, GU5 9QE",345800.0,988 ," 5,335 "
4009,"New Build A1 Retail Unit For Sale, Updown Hill, Windlesham, GU20 6AF",,453 ,
4010,"Office Building With Open Plan Offices, Unit 9, The Courtyard Glory Park, Wycombe Lane, Loudwater, HP10 0DG",,"2,520 ",
4011,"Open Plan Office Suites With Disabled Lift, Units 5 & 6, The Courtyard Glory Park , Wycombe Lane, Loudwater, HP10 0DG",,"1,830 "," 3,920 "
4012,"Maidenhead Branch, Units 5 & 6, The Courtyard, Glory Park, Loudwater, HP10 0DG",,"1,830 "," 3,920 "
4013,"Maidenhead Branch, Unit 9 The Courtyard, Glory Park, Loudwater, HP10 0DG",,"2,520 ",
4014,"Modern Office Accommodation, Building 10 The Courtyard, Glory Park, Wycombe Lan, Loudwater, HP10 0DG",,"3,363 ",
4015,"Office Premises To Let, Building 8 The Courtyard, Glory Park, Wycombe Lane, Loudwater, HP10 0DG",,"4,341 ",
4016,"Offices With On Site Parking, Building 11 The Courtyard Glory Park, Wycombe Lane, Loudwater, HP10 0DG",,"3,439 ",
4017,"Office Building With Modern Offices, Building 7 The Courtyard Glory Park, Wycombe Lane, Loudwater, HP10 0DG",,"3,250 ",
4018,"Modern Office Buildings, Buildings 1 - 4 The Courtyard Glory Park, Wycombe , Loudwater, HP10 0DG",,"4,769 "," 12,183 "
4019,"Maidenhead Branch, The Courtyard, Glory Park, Loudwater, HP10 0DG",,"33,016 ",
4020,"27 Bell Street, Sawbridgeworth, CM21 9AR",,600 ,
4021,"9A St John's Road, St John's, Woking, GU21 7SE",185000.0,482 ,
4022,"77/79 Windsor Road, Maidenhead, SL6 2DN",,522 ,
4023,"Kings Court, Burrows Lane, Gomshall, GU5 9QE",345800.0,988 ," 5,335 "
4024,"New Build A1 Retail Unit For Sale, Updown Hill, Windlesham, GU20 6AF",,453 ,
4025,"Office Building With Open Plan Offices, Unit 9, The Courtyard Glory Park, Wycombe Lane, Loudwater, HP10 0DG",,"2,520 ",
4026,"Open Plan Office Suites With Disabled Lift, Units 5 & 6, The Courtyard Glory Park , Wycombe Lane, Loudwater, HP10 0DG",,"1,830 "," 3,920 "
4027,"Maidenhead Branch, Units 5 & 6, The Courtyard, Glory Park, Loudwater, HP10 0DG",,"1,830 "," 3,920 "
4028,"Maidenhead Branch, Unit 9 The Courtyard, Glory Park, Loudwater, HP10 0DG",,"2,520 ",
4029,"Modern Office Accommodation, Building 10 The Courtyard, Glory Park, Wycombe Lan, Loudwater, HP10 0DG",,"3,363 ",
4030,"Office Premises To Let, Building 8 The Courtyard, Glory Park, Wycombe Lane, Loudwater, HP10 0DG",,"4,341 ",
4031,"Offices With On Site Parking, Building 11 The Courtyard Glory Park, Wycombe Lane, Loudwater, HP10 0DG",,"3,439 ",
4032,"Office Building With Modern Offices, Building 7 The Courtyard Glory Park, Wycombe Lane, Loudwater, HP10 0DG",,"3,250 ",
4033,"Modern Office Buildings, Buildings 1 - 4 The Courtyard Glory Park, Wycombe , Loudwater, HP10 0DG",,"4,769 "," 12,183 "
4034,"Maidenhead Branch, The Courtyard, Glory Park, Loudwater, HP10 0DG",,"33,016 ",
4035,"Maidenhead Branch, Unit 8 The Courtyard, Glory Park, Loudwater, HP10 0DG",,"4,341 ",
4036,"27 Bell Street, Sawbridgeworth, CM21 9AR",,600 ,
4037,"9A St John's Road, St John's, Woking, GU21 7SE",185000.0,482 ,
4038,"77/79 Windsor Road, Maidenhead, SL6 2DN",,522 ,
4039,"Kings Court, Burrows Lane, Gomshall, GU5 9QE",345800.0,988 ," 5,335 "
4040,"New Build A1 Retail Unit For Sale, Updown Hill, Windlesham, GU20 6AF",,453 ,
4041,"Office Building With Open Plan Offices, Unit 9, The Courtyard Glory Park, Wycombe Lane, Loudwater, HP10 0DG",,"2,520 ",
4042,"Open Plan Office Suites With Disabled Lift, Units 5 & 6, The Courtyard Glory Park , Wycombe Lane, Loudwater, HP10 0DG",,"1,830 "," 3,920 "
4043,"Maidenhead Branch, Units 5 & 6, The Courtyard, Glory Park, Loudwater, HP10 0DG",,"1,830 "," 3,920 "
4044,"Maidenhead Branch, Unit 9 The Courtyard, Glory Park, Loudwater, HP10 0DG",,"2,520 ",
4045,"Modern Office Accommodation, Building 10 The Courtyard, Glory Park, Wycombe Lan, Loudwater, HP10 0DG",,"3,363 ",
4046,"Office Premises To Let, Building 8 The Courtyard, Glory Park, Wycombe Lane, Loudwater, HP10 0DG",,"4,341 ",
4047,"Offices With On Site Parking, Building 11 The Courtyard Glory Park, Wycombe Lane, Loudwater, HP10 0DG",,"3,439 ",
4048,"Office Building With Modern Offices, Building 7 The Courtyard Glory Park, Wycombe Lane, Loudwater, HP10 0DG",,"3,250 ",
4049,"Modern Office Buildings, Buildings 1 - 4 The Courtyard Glory Park, Wycombe , Loudwater, HP10 0DG",,"4,769 "," 12,183 "
4050,"Maidenhead Branch, The Courtyard, Glory Park, Loudwater, HP10 0DG",,"33,016 ",
4051,"Maidenhead Branch, Unit 8 The Courtyard, Glory Park, Loudwater, HP10 0DG",,"4,341 ",
4052,"Maidenhead Branch, Unit 11 The Courtyard, Glory Park, Loudwater, HP10 0DG",,"3,439 ",
4053,"27 Bell Street, Sawbridgeworth, CM21 9AR",,600 ,
4054,"9A St John's Road, St John's, Woking, GU21 7SE",185000.0,482 ,
4055,"77/79 Windsor Road, Maidenhead, SL6 2DN",,522 ,
4056,"Kings Court, Burrows Lane, Gomshall, GU5 9QE",345800.0,988 ," 5,335 "
4057,"New Build A1 Retail Unit For Sale, Updown Hill, Windlesham, GU20 6AF",,453 ,
4058,"Office Building With Open Plan Offices, Unit 9, The Courtyard Glory Park, Wycombe Lane, Loudwater, HP10 0DG",,"2,520 ",
4059,"Open Plan Office Suites With Disabled Lift, Units 5 & 6, The Courtyard Glory Park , Wycombe Lane, Loudwater, HP10 0DG",,"1,830 "," 3,920 "
4060,"Maidenhead Branch, Units 5 & 6, The Courtyard, Glory Park, Loudwater, HP10 0DG",,"1,830 "," 3,920 "
4061,"Maidenhead Branch, Unit 9 The Courtyard, Glory Park, Loudwater, HP10 0DG",,"2,520 ",
4062,"Modern Office Accommodation, Building 10 The Courtyard, Glory Park, Wycombe Lan, Loudwater, HP10 0DG",,"3,363 ",
4063,"Office Premises To Let, Building 8 The Courtyard, Glory Park, Wycombe Lane, Loudwater, HP10 0DG",,"4,341 ",
4064,"Offices With On Site Parking, Building 11 The Courtyard Glory Park, Wycombe Lane, Loudwater, HP10 0DG",,"3,439 ",
4065,"Office Building With Modern Offices, Building 7 The Courtyard Glory Park, Wycombe Lane, Loudwater, HP10 0DG",,"3,250 ",
4066,"Modern Office Buildings, Buildings 1 - 4 The Courtyard Glory Park, Wycombe , Loudwater, HP10 0DG",,"4,769 "," 12,183 "
4067,"Maidenhead Branch, The Courtyard, Glory Park, Loudwater, HP10 0DG",,"33,016 ",
4068,"Maidenhead Branch, Unit 8 The Courtyard, Glory Park, Loudwater, HP10 0DG",,"4,341 ",
4069,"Maidenhead Branch, Unit 11 The Courtyard, Glory Park, Loudwater, HP10 0DG",,"3,439 ",
4070,"Maidenhead Branch, Units 1-4 The Courtyard, Glory Park, Loudwater, HP10 0DG",,"4,769 "," 12,183 "
4071,"27 Bell Street, Sawbridgeworth, CM21 9AR",,600 ,
4072,"9A St John's Road, St John's, Woking, GU21 7SE",185000.0,482 ,
4073,"77/79 Windsor Road, Maidenhead, SL6 2DN",,522 ,
4074,"Kings Court, Burrows Lane, Gomshall, GU5 9QE",345800.0,988 ," 5,335 "
4075,"New Build A1 Retail Unit For Sale, Updown Hill, Windlesham, GU20 6AF",,453 ,
4076,"Office Building With Open Plan Offices, Unit 9, The Courtyard Glory Park, Wycombe Lane, Loudwater, HP10 0DG",,"2,520 ",
4077,"Open Plan Office Suites With Disabled Lift, Units 5 & 6, The Courtyard Glory Park , Wycombe Lane, Loudwater, HP10 0DG",,"1,830 "," 3,920 "
4078,"Maidenhead Branch, Units 5 & 6, The Courtyard, Glory Park, Loudwater, HP10 0DG",,"1,830 "," 3,920 "
4079,"Maidenhead Branch, Unit 9 The Courtyard, Glory Park, Loudwater, HP10 0DG",,"2,520 ",
4080,"Modern Office Accommodation, Building 10 The Courtyard, Glory Park, Wycombe Lan, Loudwater, HP10 0DG",,"3,363 ",
4081,"Office Premises To Let, Building 8 The Courtyard, Glory Park, Wycombe Lane, Loudwater, HP10 0DG",,"4,341 ",
4082,"Offices With On Site Parking, Building 11 The Courtyard Glory Park, Wycombe Lane, Loudwater, HP10 0DG",,"3,439 ",
4083,"Office Building With Modern Offices, Building 7 The Courtyard Glory Park, Wycombe Lane, Loudwater, HP10 0DG",,"3,250 ",
4084,"Modern Office Buildings, Buildings 1 - 4 The Courtyard Glory Park, Wycombe , Loudwater, HP10 0DG",,"4,769 "," 12,183 "
4085,"Maidenhead Branch, The Courtyard, Glory Park, Loudwater, HP10 0DG",,"33,016 ",
4086,"Maidenhead Branch, Unit 8 The Courtyard, Glory Park, Loudwater, HP10 0DG",,"4,341 ",
4087,"Maidenhead Branch, Unit 11 The Courtyard, Glory Park, Loudwater, HP10 0DG",,"3,439 ",
4088,"Maidenhead Branch, Units 1-4 The Courtyard, Glory Park, Loudwater, HP10 0DG",,"4,769 "," 12,183 "
4089,"Maidenhead Branch, Unit 10 The Courtyard, Glory Park, Loudwater, HP10 0DG",,"3,363 ",
4090,"27 Bell Street, Sawbridgeworth, CM21 9AR",,600 ,
4091,"9A St John's Road, St John's, Woking, GU21 7SE",185000.0,482 ,
4092,"77/79 Windsor Road, Maidenhead, SL6 2DN",,522 ,
4093,"Kings Court, Burrows Lane, Gomshall, GU5 9QE",345800.0,988 ," 5,335 "
4094,"New Build A1 Retail Unit For Sale, Updown Hill, Windlesham, GU20 6AF",,453 ,
4095,"Office Building With Open Plan Offices, Unit 9, The Courtyard Glory Park, Wycombe Lane, Loudwater, HP10 0DG",,"2,520 ",
4096,"Open Plan Office Suites With Disabled Lift, Units 5 & 6, The Courtyard Glory Park , Wycombe Lane, Loudwater, HP10 0DG",,"1,830 "," 3,920 "
4097,"Maidenhead Branch, Units 5 & 6, The Courtyard, Glory Park, Loudwater, HP10 0DG",,"1,830 "," 3,920 "
4098,"Maidenhead Branch, Unit 9 The Courtyard, Glory Park, Loudwater, HP10 0DG",,"2,520 ",
4099,"Modern Office Accommodation, Building 10 The Courtyard, Glory Park, Wycombe Lan, Loudwater, HP10 0DG",,"3,363 ",
4100,"Office Premises To Let, Building 8 The Courtyard, Glory Park, Wycombe Lane, Loudwater, HP10 0DG",,"4,341 ",
4101,"Offices With On Site Parking, Building 11 The Courtyard Glory Park, Wycombe Lane, Loudwater, HP10 0DG",,"3,439 ",
4102,"Office Building With Modern Offices, Building 7 The Courtyard Glory Park, Wycombe Lane, Loudwater, HP10 0DG",,"3,250 ",
4103,"Modern Office Buildings, Buildings 1 - 4 The Courtyard Glory Park, Wycombe , Loudwater, HP10 0DG",,"4,769 "," 12,183 "
4104,"Maidenhead Branch, The Courtyard, Glory Park, Loudwater, HP10 0DG",,"33,016 ",
4105,"Maidenhead Branch, Unit 8 The Courtyard, Glory Park, Loudwater, HP10 0DG",,"4,341 ",
4106,"Maidenhead Branch, Unit 11 The Courtyard, Glory Park, Loudwater, HP10 0DG",,"3,439 ",
4107,"Maidenhead Branch, Units 1-4 The Courtyard, Glory Park, Loudwater, HP10 0DG",,"4,769 "," 12,183 "
4108,"Maidenhead Branch, Unit 10 The Courtyard, Glory Park, Loudwater, HP10 0DG",,"3,363 ",
4109,"Maidenhead Branch, Unit 7 The Courtyard, Glory Park, Loudwater, HP10 0DG",,"3,250 ",
4110,"27 Bell Street, Sawbridgeworth, CM21 9AR",,600 ,
4111,"9A St John's Road, St John's, Woking, GU21 7SE",185000.0,482 ,
4112,"77/79 Windsor Road, Maidenhead, SL6 2DN",,522 ,
4113,"Kings Court, Burrows Lane, Gomshall, GU5 9QE",345800.0,988 ," 5,335 "
4114,"New Build A1 Retail Unit For Sale, Updown Hill, Windlesham, GU20 6AF",,453 ,
4115,"Office Building With Open Plan Offices, Unit 9, The Courtyard Glory Park, Wycombe Lane, Loudwater, HP10 0DG",,"2,520 ",
4116,"Open Plan Office Suites With Disabled Lift, Units 5 & 6, The Courtyard Glory Park , Wycombe Lane, Loudwater, HP10 0DG",,"1,830 "," 3,920 "
4117,"Maidenhead Branch, Units 5 & 6, The Courtyard, Glory Park, Loudwater, HP10 0DG",,"1,830 "," 3,920 "
4118,"Maidenhead Branch, Unit 9 The Courtyard, Glory Park, Loudwater, HP10 0DG",,"2,520 ",
4119,"Modern Office Accommodation, Building 10 The Courtyard, Glory Park, Wycombe Lan, Loudwater, HP10 0DG",,"3,363 ",
4120,"Office Premises To Let, Building 8 The Courtyard, Glory Park, Wycombe Lane, Loudwater, HP10 0DG",,"4,341 ",
4121,"Offices With On Site Parking, Building 11 The Courtyard Glory Park, Wycombe Lane, Loudwater, HP10 0DG",,"3,439 ",
4122,"Office Building With Modern Offices, Building 7 The Courtyard Glory Park, Wycombe Lane, Loudwater, HP10 0DG",,"3,250 ",
4123,"Modern Office Buildings, Buildings 1 - 4 The Courtyard Glory Park, Wycombe , Loudwater, HP10 0DG",,"4,769 "," 12,183 "
4124,"Maidenhead Branch, The Courtyard, Glory Park, Loudwater, HP10 0DG",,"33,016 ",
4125,"Maidenhead Branch, Unit 8 The Courtyard, Glory Park, Loudwater, HP10 0DG",,"4,341 ",
4126,"Maidenhead Branch, Unit 11 The Courtyard, Glory Park, Loudwater, HP10 0DG",,"3,439 ",
4127,"Maidenhead Branch, Units 1-4 The Courtyard, Glory Park, Loudwater, HP10 0DG",,"4,769 "," 12,183 "
4128,"Maidenhead Branch, Unit 10 The Courtyard, Glory Park, Loudwater, HP10 0DG",,"3,363 ",
4129,"Maidenhead Branch, Unit 7 The Courtyard, Glory Park, Loudwater, HP10 0DG",,"3,250 ",
4130,"Office Investment / Development Opportunity, The Courtyard Glory Park, Wycombe Lane, High Wycombe, HP10 0DG",,"33,016 ",
4131,"27 Bell Street, Sawbridgeworth, CM21 9AR",,600 ,
4132,"9A St John's Road, St John's, Woking, GU21 7SE",185000.0,482 ,
4133,"77/79 Windsor Road, Maidenhead, SL6 2DN",,522 ,
4134,"Kings Court, Burrows Lane, Gomshall, GU5 9QE",345800.0,988 ," 5,335 "
4135,"New Build A1 Retail Unit For Sale, Updown Hill, Windlesham, GU20 6AF",,453 ,
4136,"Office Building With Open Plan Offices, Unit 9, The Courtyard Glory Park, Wycombe Lane, Loudwater, HP10 0DG",,"2,520 ",
4137,"Open Plan Office Suites With Disabled Lift, Units 5 & 6, The Courtyard Glory Park , Wycombe Lane, Loudwater, HP10 0DG",,"1,830 "," 3,920 "
4138,"Maidenhead Branch, Units 5 & 6, The Courtyard, Glory Park, Loudwater, HP10 0DG",,"1,830 "," 3,920 "
4139,"Maidenhead Branch, Unit 9 The Courtyard, Glory Park, Loudwater, HP10 0DG",,"2,520 ",
4140,"Modern Office Accommodation, Building 10 The Courtyard, Glory Park, Wycombe Lan, Loudwater, HP10 0DG",,"3,363 ",
4141,"Office Premises To Let, Building 8 The Courtyard, Glory Park, Wycombe Lane, Loudwater, HP10 0DG",,"4,341 ",
4142,"Offices With On Site Parking, Building 11 The Courtyard Glory Park, Wycombe Lane, Loudwater, HP10 0DG",,"3,439 ",
4143,"Office Building With Modern Offices, Building 7 The Courtyard Glory Park, Wycombe Lane, Loudwater, HP10 0DG",,"3,250 ",
4144,"Modern Office Buildings, Buildings 1 - 4 The Courtyard Glory Park, Wycombe , Loudwater, HP10 0DG",,"4,769 "," 12,183 "
4145,"Maidenhead Branch, The Courtyard, Glory Park, Loudwater, HP10 0DG",,"33,016 ",
4146,"Maidenhead Branch, Unit 8 The Courtyard, Glory Park, Loudwater, HP10 0DG",,"4,341 ",
4147,"Maidenhead Branch, Unit 11 The Courtyard, Glory Park, Loudwater, HP10 0DG",,"3,439 ",
4148,"Maidenhead Branch, Units 1-4 The Courtyard, Glory Park, Loudwater, HP10 0DG",,"4,769 "," 12,183 "
4149,"Maidenhead Branch, Unit 10 The Courtyard, Glory Park, Loudwater, HP10 0DG",,"3,363 ",
4150,"Maidenhead Branch, Unit 7 The Courtyard, Glory Park, Loudwater, HP10 0DG",,"3,250 ",
4151,"Office Investment / Development Opportunity, The Courtyard Glory Park, Wycombe Lane, High Wycombe, HP10 0DG",,"33,016 ",
4152,"Self-Contained Industrial/Warehouse with Large Yar, Unit 2, Wooburn Industrial Park, Thomas Road, High Wycombe, HP10 0PF",,"45,176 ",
4153,"27 Bell Street, Sawbridgeworth, CM21 9AR",,600 ,
4154,"9A St John's Road, St John's, Woking, GU21 7SE",185000.0,482 ,
4155,"77/79 Windsor Road, Maidenhead, SL6 2DN",,522 ,
4156,"Kings Court, Burrows Lane, Gomshall, GU5 9QE",345800.0,988 ," 5,335 "
4157,"New Build A1 Retail Unit For Sale, Updown Hill, Windlesham, GU20 6AF",,453 ,
4158,"Office Building With Open Plan Offices, Unit 9, The Courtyard Glory Park, Wycombe Lane, Loudwater, HP10 0DG",,"2,520 ",
4159,"Open Plan Office Suites With Disabled Lift, Units 5 & 6, The Courtyard Glory Park , Wycombe Lane, Loudwater, HP10 0DG",,"1,830 "," 3,920 "
4160,"Maidenhead Branch, Units 5 & 6, The Courtyard, Glory Park, Loudwater, HP10 0DG",,"1,830 "," 3,920 "
4161,"Maidenhead Branch, Unit 9 The Courtyard, Glory Park, Loudwater, HP10 0DG",,"2,520 ",
4162,"Modern Office Accommodation, Building 10 The Courtyard, Glory Park, Wycombe Lan, Loudwater, HP10 0DG",,"3,363 ",
4163,"Office Premises To Let, Building 8 The Courtyard, Glory Park, Wycombe Lane, Loudwater, HP10 0DG",,"4,341 ",
4164,"Offices With On Site Parking, Building 11 The Courtyard Glory Park, Wycombe Lane, Loudwater, HP10 0DG",,"3,439 ",
4165,"Office Building With Modern Offices, Building 7 The Courtyard Glory Park, Wycombe Lane, Loudwater, HP10 0DG",,"3,250 ",
4166,"Modern Office Buildings, Buildings 1 - 4 The Courtyard Glory Park, Wycombe , Loudwater, HP10 0DG",,"4,769 "," 12,183 "
4167,"Maidenhead Branch, The Courtyard, Glory Park, Loudwater, HP10 0DG",,"33,016 ",
4168,"Maidenhead Branch, Unit 8 The Courtyard, Glory Park, Loudwater, HP10 0DG",,"4,341 ",
4169,"Maidenhead Branch, Unit 11 The Courtyard, Glory Park, Loudwater, HP10 0DG",,"3,439 ",
4170,"Maidenhead Branch, Units 1-4 The Courtyard, Glory Park, Loudwater, HP10 0DG",,"4,769 "," 12,183 "
4171,"Maidenhead Branch, Unit 10 The Courtyard, Glory Park, Loudwater, HP10 0DG",,"3,363 ",
4172,"Maidenhead Branch, Unit 7 The Courtyard, Glory Park, Loudwater, HP10 0DG",,"3,250 ",
4173,"Office Investment / Development Opportunity, The Courtyard Glory Park, Wycombe Lane, High Wycombe, HP10 0DG",,"33,016 ",
4174,"Self-Contained Industrial/Warehouse with Large Yar, Unit 2, Wooburn Industrial Park, Thomas Road, High Wycombe, HP10 0PF",,"45,176 ",
4175,"For Sale - 3 REFURBISHED INDUSTRIAL 15,715 - 32,14, Wye Business Park, High Wycombe, HP10 0PF",,"15,715 "," 32,140 "
4176,"27 Bell Street, Sawbridgeworth, CM21 9AR",,600 ,
4177,"9A St John's Road, St John's, Woking, GU21 7SE",185000.0,482 ,
4178,"77/79 Windsor Road, Maidenhead, SL6 2DN",,522 ,
4179,"Kings Court, Burrows Lane, Gomshall, GU5 9QE",345800.0,988 ," 5,335 "
4180,"New Build A1 Retail Unit For Sale, Updown Hill, Windlesham, GU20 6AF",,453 ,
4181,"Office Building With Open Plan Offices, Unit 9, The Courtyard Glory Park, Wycombe Lane, Loudwater, HP10 0DG",,"2,520 ",
4182,"Open Plan Office Suites With Disabled Lift, Units 5 & 6, The Courtyard Glory Park , Wycombe Lane, Loudwater, HP10 0DG",,"1,830 "," 3,920 "
4183,"Maidenhead Branch, Units 5 & 6, The Courtyard, Glory Park, Loudwater, HP10 0DG",,"1,830 "," 3,920 "
4184,"Maidenhead Branch, Unit 9 The Courtyard, Glory Park, Loudwater, HP10 0DG",,"2,520 ",
4185,"Modern Office Accommodation, Building 10 The Courtyard, Glory Park, Wycombe Lan, Loudwater, HP10 0DG",,"3,363 ",
4186,"Office Premises To Let, Building 8 The Courtyard, Glory Park, Wycombe Lane, Loudwater, HP10 0DG",,"4,341 ",
4187,"Offices With On Site Parking, Building 11 The Courtyard Glory Park, Wycombe Lane, Loudwater, HP10 0DG",,"3,439 ",
4188,"Office Building With Modern Offices, Building 7 The Courtyard Glory Park, Wycombe Lane, Loudwater, HP10 0DG",,"3,250 ",
4189,"Modern Office Buildings, Buildings 1 - 4 The Courtyard Glory Park, Wycombe , Loudwater, HP10 0DG",,"4,769 "," 12,183 "
4190,"Maidenhead Branch, The Courtyard, Glory Park, Loudwater, HP10 0DG",,"33,016 ",
4191,"Maidenhead Branch, Unit 8 The Courtyard, Glory Park, Loudwater, HP10 0DG",,"4,341 ",
4192,"Maidenhead Branch, Unit 11 The Courtyard, Glory Park, Loudwater, HP10 0DG",,"3,439 ",
4193,"Maidenhead Branch, Units 1-4 The Courtyard, Glory Park, Loudwater, HP10 0DG",,"4,769 "," 12,183 "
4194,"Maidenhead Branch, Unit 10 The Courtyard, Glory Park, Loudwater, HP10 0DG",,"3,363 ",
4195,"Maidenhead Branch, Unit 7 The Courtyard, Glory Park, Loudwater, HP10 0DG",,"3,250 ",
4196,"Office Investment / Development Opportunity, The Courtyard Glory Park, Wycombe Lane, High Wycombe, HP10 0DG",,"33,016 ",
4197,"Self-Contained Industrial/Warehouse with Large Yar, Unit 2, Wooburn Industrial Park, Thomas Road, High Wycombe, HP10 0PF",,"45,176 ",
4198,"For Sale - 3 REFURBISHED INDUSTRIAL 15,715 - 32,14, Wye Business Park, High Wycombe, HP10 0PF",,"15,715 "," 32,140 "
4199,"Wye Business Park, Thomas Road, Wooburn Green, High Wycombe, HP10 0PF",,"15,715 "," 32,140 "
4200,"27 Bell Street, Sawbridgeworth, CM21 9AR",,600 ,
4201,"9A St John's Road, St John's, Woking, GU21 7SE",185000.0,482 ,
4202,"77/79 Windsor Road, Maidenhead, SL6 2DN",,522 ,
4203,"Kings Court, Burrows Lane, Gomshall, GU5 9QE",345800.0,988 ," 5,335 "
4204,"New Build A1 Retail Unit For Sale, Updown Hill, Windlesham, GU20 6AF",,453 ,
4205,"Office Building With Open Plan Offices, Unit 9, The Courtyard Glory Park, Wycombe Lane, Loudwater, HP10 0DG",,"2,520 ",
4206,"Open Plan Office Suites With Disabled Lift, Units 5 & 6, The Courtyard Glory Park , Wycombe Lane, Loudwater, HP10 0DG",,"1,830 "," 3,920 "
4207,"Maidenhead Branch, Units 5 & 6, The Courtyard, Glory Park, Loudwater, HP10 0DG",,"1,830 "," 3,920 "
